customer_id,name,age,country,signup_date
346,customer_346,12,DE,2024-07-14
347,customer_347,70,,2024-04-07
348,customer_348,79,MA,2024-11-19
349,customer_349,52,FR,2024-09-20
350,customer_350,53,DE,2024-10-17
351,customer_351,28,US,2024-11-20
352,customer_352,67,FR,2024-09-13
353,customer_353,79,DE,2024-07-24
354,customer_354,85,US,2024-10-19
355,customer_355,70,MA,2024-09-27
356,customer_356,31,MA,2024-04-03
357,customer_357,27,MA,2024-07-05
358,customer_358,41,DE,2024-01-22
359,customer_359,86,US,2024-04-20
360,customer_360,40,DE,2024-07-24
361,customer_361,15,MA,2024-04-11
362,customer_362,62,US,2024-07-23
363,customer_363,67,FR,2024-11-24
364,customer_364,35,DE,2024-04-06
365,customer_365,46,US,2024-04-28
366,customer_366,15,ES,2024-10-17
367,customer_367,30,ES,2024-11-19
368,customer_368,59,FR,2024-10-26
369,customer_369,20,FR,2024-02-24
370,customer_370,41,MA,2024-02-09
371,customer_371,75,FR,2024-02-24
372,customer_372,71,DE,2024-01-23
373,customer_373,81,US,2024-04-06
374,customer_374,76,,2024-06-07
375,customer_375,23,FR,2024-12-27
376,customer_376,40,ES,2024-05-04
377,customer_377,79,US,2024-04-27
378,customer_378,31,ES,2024-05-21
379,customer_379,87,ES,2024-07-01
380,customer_380,69,US,2024-08-16
381,customer_381,66,DE,2024-03-12
382,customer_382,20,FR,2024-05-28
383,customer_383,53,ES,2024-09-24
384,customer_384,33,DE,2024-07-02
385,customer_385,23,FR,2024-05-21
386,customer_386,53,MA,2024-08-15
387,customer_387,48,MA,2024-04-23
388,customer_388,,ES,2024-03-25
389,customer_389,86,DE,2024-10-26
390,customer_390,60,DE,2024-05-12
391,customer_391,30,ES,2024-02-20
392,customer_392,54,MA,2024-06-26
393,customer_393,70,ES,2024-03-26
394,customer_394,73,ES,2024-08-01
395,customer_395,81,,2024-10-04
396,customer_396,41,MA,2024-09-11
397,customer_397,82,DE,2024-12-15
398,customer_398,79,MA,2024-06-12
399,customer_399,,FR,2024-10-21
400,customer_400,36,US,2024-09-02
401,customer_401,77,US,2024-05-24
402,customer_402,33,FR,2024-02-12
403,customer_403,37,DE,2024-01-15
404,customer_404,31,ES,2024-02-21
405,customer_405,,ES,2024-04-07
406,customer_406,51,ES,2024-04-16
407,customer_407,59,MA,2024-03-24
408,customer_408,85,ES,2024-01-09
409,customer_409,,ES,2024-12-20
410,customer_410,40,FR,2024-07-14
411,customer_411,30,DE,2024-06-23
412,customer_412,23,ES,2024-07-16
413,customer_413,14,FR,2024-04-26
414,customer_414,54,US,2024-12-22
415,customer_415,49,DE,2024-12-24
416,customer_416,48,ES,2024-01-11
417,customer_417,39,ES,2024-07-05
418,customer_418,14,FR,2024-09-04
419,customer_419,43,MA,2024-06-14
420,customer_420,86,US,2024-07-26
421,customer_421,51,MA,2024-05-17
422,customer_422,73,DE,2024-04-17
423,customer_423,33,DE,2024-12-10
424,customer_424,85,FR,2024-06-22
425,customer_425,33,MA,2024-09-28
426,customer_426,16,MA,2024-02-25
427,customer_427,,DE,2024-03-03
428,customer_428,66,MA,2024-12-12
429,customer_429,72,FR,2024-10-17
430,customer_430,79,FR,2024-06-23
431,customer_431,22,DE,2024-08-17
432,customer_432,16,US,2024-03-17
433,customer_433,72,US,2024-04-26
434,customer_434,13,MA,2024-12-22
435,customer_435,15,ES,2024-01-06
436,customer_436,79,ES,2024-11-21
437,customer_437,86,DE,2024-01-26
438,customer_438,58,US,2024-10-24
439,customer_439,,FR,2024-08-17
440,customer_440,40,ES,2024-09-08
441,customer_441,54,MA,2024-01-18
442,customer_442,19,MA,2024-01-09
443,customer_443,15,US,2024-05-08
444,customer_444,76,ES,2024-06-04
445,customer_445,16,DE,2024-08-28
446,customer_446,85,MA,2024-03-27
447,customer_447,21,ES,2024-04-28
448,customer_448,67,ES,2024-02-07
449,customer_449,45,US,2024-05-07
450,customer_450,61,US,2024-01-05
451,customer_451,38,DE,2024-01-20
452,customer_452,50,DE,2024-08-06
453,customer_453,16,MA,2024-03-14
454,customer_454,30,DE,2024-03-14
455,customer_455,27,US,2024-11-17
456,customer_456,86,DE,2024-12-02
457,customer_457,78,US,2024-11-19
458,customer_458,43,ES,2024-06-09
459,customer_459,87,ES,2024-10-19
460,customer_460,86,US,2024-11-07
461,customer_461,84,FR,2024-04-02
462,customer_462,31,MA,2024-02-04
463,customer_463,35,US,2024-06-01
464,customer_464,79,DE,2024-05-03
465,customer_465,22,ES,2024-04-05
466,customer_466,22,FR,2024-02-02
467,customer_467,62,US,2024-12-19
468,customer_468,27,US,2024-07-11
469,customer_469,69,US,2024-06-09
470,customer_470,70,DE,2024-05-11
471,customer_471,51,FR,2024-10-27
472,customer_472,18,ES,2024-08-04
473,customer_473,81,FR,2024-03-13
474,customer_474,47,US,2024-01-01
475,customer_475,26,US,2024-03-24
476,customer_476,23,MA,2024-12-19
477,customer_477,84,MA,2024-04-04
478,customer_478,47,US,2024-10-17
479,customer_479,82,,2024-11-12
480,customer_480,60,MA,2024-09-08
481,customer_481,56,US,2024-07-28
482,customer_482,34,DE,2024-11-02
483,customer_483,79,DE,2024-11-08
484,customer_484,43,DE,2024-03-06
485,customer_485,18,ES,2024-05-02
486,customer_486,23,FR,2024-07-19
487,customer_487,72,US,2024-02-07
488,customer_488,30,MA,2024-02-24
489,customer_489,70,MA,2024-11-16
490,customer_490,,MA,2024-07-23
491,customer_491,86,US,2024-11-22
492,customer_492,,DE,2024-08-02
493,customer_493,38,DE,2024-07-13
494,customer_494,60,US,2024-05-03
495,customer_495,13,ES,2024-04-06
496,customer_496,51,MA,2024-04-15
497,customer_497,51,ES,2024-12-22
498,customer_498,21,US,2024-04-20
499,customer_499,77,MA,2024-09-07
500,customer_500,58,FR,2024-01-11
501,customer_501,34,MA,2024-12-13
502,customer_502,15,US,2024-08-11
503,customer_503,87,DE,2024-12-16
504,customer_504,51,US,2024-11-04
505,customer_505,51,FR,2024-09-06
506,customer_506,39,DE,2024-03-09
507,customer_507,66,US,2024-12-01
508,customer_508,31,MA,2024-04-08
509,customer_509,33,FR,2024-02-05
510,customer_510,83,US,2024-01-11
511,customer_511,66,US,2024-04-13
512,customer_512,29,US,2024-04-09
513,customer_513,89,MA,2024-06-19
514,customer_514,61,MA,2024-03-27
515,customer_515,27,ES,2024-06-15
516,customer_516,26,DE,2024-01-19
517,customer_517,61,FR,2024-04-13
518,customer_518,87,ES,2024-03-22
519,customer_519,57,DE,2024-04-03
520,customer_520,61,MA,2024-08-18
521,customer_521,36,MA,2024-11-09
522,customer_522,25,ES,2024-03-03
523,customer_523,50,DE,2024-07-26
524,customer_524,21,US,2024-08-02
525,customer_525,31,MA,2024-05-10
526,customer_526,68,ES,2024-10-24
527,customer_527,69,DE,2024-02-19
528,customer_528,41,FR,2024-09-21
529,customer_529,14,US,2024-06-20
530,customer_530,44,DE,2024-04-25
531,customer_531,44,ES,2024-04-18
532,customer_532,66,FR,2024-10-20
533,customer_533,61,FR,2024-07-25
534,customer_534,83,ES,2024-11-21
535,customer_535,46,US,2024-06-07
536,customer_536,39,DE,2024-08-12
537,customer_537,25,DE,2024-05-25
538,customer_538,29,DE,2024-06-28
539,customer_539,14,US,2024-09-10
540,customer_540,15,FR,2024-01-13
541,customer_541,72,ES,2024-05-13
542,customer_542,86,FR,2024-01-13
543,customer_543,70,ES,2024-08-26
544,customer_544,,FR,2024-08-09
545,customer_545,42,US,2024-08-22
546,customer_546,58,ES,2024-01-01
547,customer_547,85,US,2024-02-16
548,customer_548,15,FR,2024-11-08
549,customer_549,81,US,2024-04-10
550,customer_550,31,DE,2024-02-07
551,customer_551,58,ES,2024-06-03
552,customer_552,31,US,2024-11-08
553,customer_553,22,FR,2024-11-16
554,customer_554,71,DE,2024-02-21
555,customer_555,76,MA,2024-06-21
556,customer_556,58,ES,2024-06-09
557,customer_557,63,FR,2024-11-15
558,customer_558,75,FR,2024-08-16
559,customer_559,38,ES,2024-08-02
560,customer_560,87,MA,2024-05-09
561,customer_561,31,ES,2024-07-12
562,customer_562,82,ES,2024-03-26
563,customer_563,29,ES,2024-01-14
564,customer_564,86,FR,2024-12-10
565,customer_565,32,ES,2024-03-26
566,customer_566,63,FR,2024-03-22
567,customer_567,81,US,2024-07-01
568,customer_568,54,,2024-03-10
569,customer_569,36,MA,2024-11-21
570,customer_570,87,DE,2024-10-18
571,customer_571,16,US,2024-07-10
572,customer_572,42,FR,2024-12-26
573,customer_573,74,ES,2024-11-27
574,customer_574,47,ES,2024-01-17
575,customer_575,34,US,2024-12-10
576,customer_576,22,FR,2024-10-05
577,customer_577,86,ES,2024-07-18
578,customer_578,51,ES,2024-06-16
579,customer_579,69,FR,2024-12-15
580,customer_580,65,US,2024-01-01
581,customer_581,83,US,2024-09-13
582,customer_582,14,ES,2024-09-21
583,customer_583,79,MA,2024-03-03
584,customer_584,70,MA,2024-08-24
585,customer_585,71,ES,2024-10-13
586,customer_586,68,US,2024-06-15
587,customer_587,47,,2024-02-04
588,customer_588,26,FR,2024-09-04
589,customer_589,36,US,2024-04-24
590,customer_590,,US,2024-07-07
591,customer_591,69,MA,2024-06-22
592,customer_592,49,US,2024-07-13
593,customer_593,14,MA,2024-06-23
594,customer_594,57,FR,2024-10-19
595,customer_595,36,ES,2024-05-07
596,customer_596,20,MA,2024-01-25
597,customer_597,49,FR,2024-04-15
598,customer_598,83,ES,2024-04-27
599,customer_599,34,ES,2024-10-08
600,customer_600,45,,2024-05-20
601,customer_601,44,MA,2024-01-11
602,customer_602,58,ES,2024-03-02
603,customer_603,19,DE,2024-09-10
604,customer_604,19,US,2024-02-24
605,customer_605,62,DE,2024-07-14
606,customer_606,58,MA,2024-08-17
607,customer_607,24,MA,2024-07-12
608,customer_608,78,MA,2024-02-28
609,customer_609,53,FR,2024-04-18
610,customer_610,63,MA,2024-09-25
611,customer_611,63,MA,2024-02-25
612,customer_612,56,US,2024-03-27
613,customer_613,49,FR,2024-02-12
614,customer_614,62,DE,2024-04-10
615,customer_615,17,US,2024-03-03
616,customer_616,19,MA,2024-12-16
617,customer_617,,MA,2024-02-25
618,customer_618,35,MA,2024-05-03
619,customer_619,55,MA,2024-04-01
620,customer_620,52,FR,2024-01-26
621,customer_621,67,US,2024-12-17
622,customer_622,89,ES,2024-03-26
623,customer_623,26,DE,2024-04-04
624,customer_624,27,US,2024-11-26
625,customer_625,20,DE,2024-10-17
626,customer_626,80,US,2024-10-22
627,customer_627,64,DE,2024-02-01
628,customer_628,71,MA,2024-04-13
629,customer_629,62,,2024-03-11
630,customer_630,69,ES,2024-06-14
631,customer_631,46,FR,2024-10-06
632,customer_632,18,FR,2024-09-17
633,customer_633,70,US,2024-07-02
634,customer_634,18,DE,2024-10-18
635,customer_635,74,,2024-07-27
636,customer_636,75,MA,2024-09-18
637,customer_637,86,ES,2024-06-19
638,customer_638,62,US,2024-06-20
639,customer_639,73,DE,2024-07-19
640,customer_640,42,DE,2024-11-01
641,customer_641,46,US,2024-04-01
642,customer_642,29,DE,2024-02-04
643,customer_643,79,MA,2024-05-02
644,customer_644,65,MA,2024-03-20
645,customer_645,,US,2024-10-09
646,customer_646,63,MA,2024-07-28
647,customer_647,17,DE,2024-07-16
648,customer_648,66,DE,2024-10-20
649,customer_649,84,DE,2024-03-22
650,customer_650,45,US,2024-05-20
651,customer_651,18,FR,2024-08-12
652,customer_652,,FR,2024-07-11
653,customer_653,29,US,2024-06-06
654,customer_654,38,DE,2024-12-18
655,customer_655,,MA,2024-06-03
656,customer_656,67,FR,2024-10-17
657,customer_657,77,DE,2024-08-07
658,customer_658,87,DE,2024-06-26
659,customer_659,82,US,2024-11-25
660,customer_660,12,ES,2024-10-27
661,customer_661,76,DE,2024-03-26
662,customer_662,12,US,2024-08-23
663,customer_663,84,MA,2024-02-11
664,customer_664,80,ES,2024-12-17
665,customer_665,62,FR,2024-05-23
666,customer_666,74,ES,2024-01-25
667,customer_667,76,ES,2024-08-28
668,customer_668,35,ES,2024-02-19
669,customer_669,29,DE,2024-04-26
670,customer_670,75,MA,2024-08-25
671,customer_671,85,US,2024-09-04
672,customer_672,73,DE,2024-07-28
673,customer_673,,FR,2024-05-16
674,customer_674,51,US,2024-08-11
675,customer_675,73,MA,2024-07-24
676,customer_676,45,ES,2024-07-21
677,customer_677,72,DE,2024-09-05
678,customer_678,36,MA,2024-08-19
679,customer_679,21,MA,2024-12-19
680,customer_680,83,MA,2024-11-09
681,customer_681,42,ES,2024-10-14
682,customer_682,42,US,2024-09-02
683,customer_683,54,FR,2024-04-06
684,customer_684,16,ES,2024-09-01
685,customer_685,68,US,2024-08-15
686,customer_686,84,DE,2024-03-12
687,customer_687,84,FR,2024-06-04
688,customer_688,84,FR,2024-01-05
689,customer_689,49,FR,2024-10-17
690,customer_690,68,FR,2024-05-21
691,customer_691,60,ES,2024-07-06
692,customer_692,55,MA,2024-01-24
693,customer_693,36,FR,2024-04-12
694,customer_694,84,FR,2024-12-03
695,customer_695,32,DE,2024-09-08
696,customer_696,,,2024-12-28
697,customer_697,55,FR,2024-02-16
698,customer_698,52,FR,2024-08-01
699,customer_699,60,DE,2024-05-10
700,customer_700,70,FR,2024-06-28
701,customer_701,87,ES,2024-02-28
702,customer_702,30,MA,2024-02-26
703,customer_703,74,US,2024-12-25
704,customer_704,38,ES,2024-06-01
705,customer_705,35,DE,2024-01-06
706,customer_706,18,FR,2024-08-03
707,customer_707,19,FR,2024-07-12
708,customer_708,82,US,2024-07-01
709,customer_709,50,FR,2024-03-09
710,customer_710,40,ES,2024-04-08
711,customer_711,71,,2024-06-07
712,customer_712,72,ES,2024-12-21
713,customer_713,57,DE,2024-10-07
714,customer_714,36,MA,2024-04-09
715,customer_715,69,DE,2024-03-06
716,customer_716,49,DE,2024-05-18
717,customer_717,85,FR,2024-01-09
718,customer_718,64,ES,2024-12-22
719,customer_719,69,FR,2024-07-11
720,customer_720,29,ES,2024-08-04
721,customer_721,27,MA,2024-08-08
722,customer_722,24,FR,2024-12-04
723,customer_723,34,DE,2024-11-08
724,customer_724,40,MA,2024-01-07
725,customer_725,64,ES,2024-01-26
726,customer_726,39,MA,2024-02-17
727,customer_727,28,,2024-08-18
728,customer_728,50,ES,2024-07-13
729,customer_729,49,FR,2024-08-24
730,customer_730,65,US,2024-08-17
731,customer_731,33,DE,2024-03-06
732,customer_732,38,US,2024-09-28
733,customer_733,42,FR,2024-10-05
734,customer_734,28,ES,2024-07-17
735,customer_735,14,US,2024-04-27
736,customer_736,62,US,2024-06-26
737,customer_737,43,US,2024-05-12
738,customer_738,24,MA,2024-08-09
739,customer_739,74,DE,2024-02-22
740,customer_740,89,US,2024-01-17
741,customer_741,88,DE,2024-10-21
742,customer_742,61,US,2024-12-27
743,customer_743,70,US,2024-12-08
744,customer_744,63,,2024-09-19
745,customer_745,83,DE,2024-03-15
746,customer_746,43,US,2024-06-06
747,customer_747,36,FR,2024-07-01
