order_id,customer_id,product,quantity,price,order_date
135,65,product_11,2,175.73,2024-05-14
136,65,product_3,4,162.39,2024-08-01
137,65,product_16,6,315.17,2024-09-10
138,66,product_42,4,18.88,2024-01-05
139,66,product_42,4,379.54,2024-03-22
140,67,product_36,1,435.82,2024-06-21
141,67,product_11,7,276.26,2024-04-08
142,68,product_1,2,90.24,2024-08-02
143,69,product_12,3,280.06,2024-09-02
144,69,product_41,6,146.14,2024-08-02
145,70,product_22,3,74.58,2024-03-05
146,70,product_21,9,487.14,2024-04-24
147,71,product_35,8,34.87,2024-09-19
148,71,product_26,5,120.23,2024-12-17
149,71,product_31,4,420.41,2024-10-15
150,71,product_20,3,277.4,2024-07-24
151,72,product_30,7,221.33,2024-07-28
152,72,product_53,7,79.1,2024-02-13
153,73,product_1,8,181.8,2024-05-10
154,74,product_53,2,322.25,2024-03-11
155,74,product_2,5,486.44,2024-05-02
156,74,product_37,4,158.05,2024-06-02
157,75,product_21,8,473.16,2024-08-22
158,76,product_56,5,141.71,2024-01-09
159,76,product_45,7,109.37,2024-04-17
160,76,product_13,5,205.0,2024-07-24
161,76,product_8,5,394.53,2024-01-20
162,79,product_19,2,43.15,2024-06-15
163,79,product_11,5,26.93,2024-05-22
164,81,product_33,7,158.01,2024-06-18
165,81,product_58,5,229.12,2024-04-13
166,83,product_19,6,370.59,2024-12-09
167,83,product_34,6,413.22,2024-06-04
168,83,product_1,8,430.38,2024-04-28
169,83,product_2,6,470.4,2024-11-22
170,84,product_59,2,374.32,2024-08-23
171,86,product_13,6,138.81,2024-11-16
172,86,product_4,3,338.9,2024-06-14
173,87,product_49,8,151.72,2024-10-16
174,91,product_18,3,487.88,2024-03-08
175,91,product_14,9,395.31,2024-03-20
176,91,product_28,7,296.38,2024-10-12
177,91,product_36,1,362.57,2024-02-18
178,93,product_6,4,12.51,2024-11-28
179,93,product_11,8,232.15,2024-12-03
180,93,product_17,3,360.66,2024-07-21
181,93,product_44,7,317.21,2024-03-10
182,94,product_56,3,96.03,2024-02-01
183,94,product_58,4,175.47,2024-10-25
184,94,product_31,4,406.41,2024-09-21
185,95,product_18,7,404.69,2024-03-28
186,95,product_47,6,199.84,2024-11-17
187,95,product_47,1,5.48,2024-11-15
188,97,product_29,7,96.32,2024-10-14
189,97,product_9,7,307.8,2024-06-13
190,97,product_48,9,165.29,2024-04-16
191,97,product_12,7,405.54,2024-10-04
192,98,product_43,7,22.92,2024-05-18
193,98,product_47,9,369.63,2024-08-10
194,98,product_31,5,69.81,2024-03-13
195,99,product_49,1,40.58,2024-11-06
196,99,product_18,7,111.03,2024-05-09
197,99,product_3,2,102.42,2024-10-12
198,99,product_18,9,411.0,2024-10-12
199,100,product_54,5,212.68,2024-08-14
200,100,product_8,6,445.51,2024-03-19
201,102,product_20,6,489.19,2024-06-14
202,102,product_28,3,426.24,2024-10-09
203,102,product_5,4,264.78,2024-12-26
204,103,product_25,2,19.64,2024-11-06
205,103,product_54,7,454.5,2024-07-23
206,104,product_30,3,493.96,2024-05-27
207,105,product_35,3,420.12,2024-12-21
208,105,product_42,5,242.83,2024-07-24
209,105,product_18,3,288.86,2024-09-16
210,105,product_54,7,165.65,2024-03-12
211,106,product_29,4,51.64,2024-10-14
212,106,product_24,7,236.94,2024-12-14
213,107,product_18,6,323.38,2024-11-28
214,107,product_23,8,335.95,2024-10-17
215,108,product_24,4,52.63,2024-08-02
216,108,product_56,3,489.75,2024-08-25
217,108,product_23,4,360.71,2024-06-08
218,108,product_12,2,164.79,2024-09-06
219,109,product_16,1,127.2,2024-12-23
220,109,product_6,2,54.11,2024-12-18
221,110,product_14,9,264.23,2024-12-03
222,110,product_46,8,247.51,2024-03-07
223,110,product_12,5,27.75,2024-12-06
224,110,product_37,8,300.45,2024-09-14
225,111,product_34,6,401.99,2024-12-11
226,111,product_6,2,24.85,2024-03-19
227,112,product_50,2,197.88,2024-05-16
228,113,product_52,7,238.18,2024-06-09
229,113,product_37,2,33.07,2024-08-20
230,114,product_28,7,159.45,2024-03-19
231,114,product_4,6,366.91,2024-03-06
232,114,product_6,1,286.69,2024-02-26
233,115,product_27,3,208.72,2024-07-04
234,116,product_20,8,263.38,2024-03-04
235,116,product_30,8,359.81,2024-04-27
236,116,product_11,5,8.94,2024-09-15
237,117,product_5,8,123.02,2024-05-03
238,117,product_14,2,343.16,2024-11-15
239,118,product_7,4,33.26,2024-12-13
240,118,product_34,8,485.61,2024-06-19
241,119,product_44,7,233.19,2024-09-15
242,119,product_28,7,461.1,2024-09-07
243,119,product_6,4,226.0,2024-11-21
244,119,product_50,3,305.8,2024-09-11
245,120,product_39,7,417.44,2024-07-13
246,120,product_40,7,497.06,2024-05-20
247,120,product_33,8,105.09,2024-04-06
248,121,product_49,2,23.03,2024-09-17
249,122,product_40,1,395.34,2024-08-20
250,122,product_6,2,279.23,2024-09-04
251,122,product_2,8,296.55,2024-07-02
252,122,product_48,7,57.57,2024-12-13
253,124,product_59,2,33.99,2024-08-16
254,124,product_14,4,181.45,2024-04-01
255,126,product_11,4,74.63,2024-08-22
256,127,product_44,3,466.61,2024-06-06
257,127,product_42,1,232.5,2024-01-22
258,128,product_34,7,211.77,2024-02-25
259,128,product_29,3,182.7,2024-12-11
260,128,product_12,2,379.27,2024-06-05
261,129,product_47,3,62.36,2024-01-23
262,129,product_4,7,370.42,2024-12-06
263,131,product_38,4,226.76,2024-12-23
264,131,product_12,1,18.32,2024-01-11
265,131,product_21,8,441.78,2024-05-10
266,132,product_42,5,216.36,2024-02-09
267,132,product_15,5,315.74,2024-04-16
268,132,product_14,1,173.9,2024-02-13
269,133,product_56,1,31.03,2024-04-22
270,133,product_30,1,166.1,2024-04-06
271,133,product_47,4,367.82,2024-07-11
272,133,product_49,7,199.47,2024-09-17
273,134,product_57,1,384.07,2024-05-28
274,134,product_38,4,15.62,2024-05-01
275,135,product_50,9,103.42,2024-06-21
276,135,product_55,5,103.53,2024-11-02
277,137,product_32,8,147.95,2024-04-25
278,137,product_53,9,320.22,2024-01-22
279,137,product_54,8,197.49,2024-05-02
280,138,product_39,9,275.11,2024-08-22
281,139,product_35,8,350.56,2024-05-20
282,139,product_51,9,296.21,2024-12-24
283,139,product_26,5,297.01,2024-01-18
284,139,product_21,1,311.53,2024-02-28
285,141,product_5,9,217.56,2024-07-27
286,141,product_52,8,56.28,2024-05-21
287,143,product_28,9,255.57,2024-09-23
288,143,product_57,6,270.12,2024-10-19
289,143,product_17,7,95.25,2024-11-03
290,143,product_26,9,110.71,2024-02-09
291,144,product_6,2,183.08,2024-03-06
292,144,product_57,9,186.03,2024-04-20
293,144,product_16,6,99.17,2024-12-02
294,145,product_27,6,451.76,2024-09-25
295,146,product_32,1,47.46,2024-05-25
296,147,product_8,6,457.66,2024-07-23
297,147,product_7,4,193.04,2024-06-13
298,147,product_14,3,18.13,2024-05-14
299,148,product_43,3,88.72,2024-03-08
300,149,product_36,2,280.3,2024-09-23
301,150,product_14,9,430.12,2024-11-01
302,150,product_57,3,357.62,2024-03-07
303,150,product_9,8,155.35,2024-05-22
304,153,product_26,1,296.77,2024-06-14
305,153,product_17,7,187.55,2024-09-08
306,153,product_53,4,120.27,2024-09-19
307,153,product_26,3,83.88,2024-09-16
308,154,product_17,6,311.96,2024-01-08
309,154,product_21,4,199.94,2024-04-26
310,154,product_12,4,97.71,2024-02-11
311,154,product_42,1,282.98,2024-10-07
312,155,product_56,7,177.55,2024-07-17
313,155,product_15,3,233.48,2024-03-12
314,155,product_34,3,321.41,2024-12-26
315,155,product_13,5,495.51,2024-04-23
316,156,product_49,4,74.77,2024-06-17
317,156,product_49,3,301.47,2024-08-28
318,156,product_11,1,419.25,2024-11-02
319,156,product_56,7,165.89,2024-08-25
320,157,product_40,5,220.05,2024-03-12
321,157,product_20,3,95.43,2024-02-12
322,157,product_52,8,413.74,2024-01-02
323,157,product_42,5,436.04,2024-03-28
324,158,product_42,7,403.96,2024-09-24
325,159,product_52,6,259.7,2024-08-25
326,159,product_31,5,120.67,2024-04-01
327,159,product_43,8,138.87,2024-05-18
328,161,product_16,8,378.04,2024-10-23
329,161,product_35,2,276.76,2024-01-09
330,161,product_20,7,492.5,2024-04-16
331,161,product_27,9,310.13,2024-07-24
332,163,product_29,4,302.93,2024-02-25
333,163,product_44,6,454.69,2024-04-23
334,163,product_50,7,326.57,2024-06-05
335,163,product_44,6,195.68,2024-09-17
336,164,product_44,4,345.79,2024-04-21
337,164,product_7,7,60.31,2024-04-11
338,164,product_54,5,166.9,2024-06-26
339,164,product_34,2,135.45,2024-02-06
340,165,product_36,2,412.72,2024-11-10
341,165,product_15,4,113.77,2024-04-04
342,165,product_4,4,52.05,2024-04-18
343,167,product_5,5,357.62,2024-07-26
344,167,product_22,3,266.31,2024-12-27
345,167,product_59,8,118.54,2024-01-13
346,167,product_34,3,408.36,2024-10-27
347,169,product_35,2,162.59,2024-08-05
348,170,product_13,4,219.81,2024-05-14
349,170,product_24,5,233.53,2024-05-06
350,170,product_8,9,206.52,2024-11-04
351,170,product_26,5,98.04,2024-12-28
352,171,product_47,9,170.55,2024-06-17
353,171,product_55,4,412.28,2024-10-26
354,171,product_12,8,317.45,2024-11-24
355,171,product_52,5,103.77,2024-01-22
356,172,product_44,5,151.21,2024-06-28
357,172,product_51,6,326.63,2024-04-18
358,172,product_46,2,303.7,2024-10-03
359,173,product_16,7,183.95,2024-05-16
360,173,product_6,8,24.54,2024-12-13
361,174,product_37,3,484.29,2024-05-11
362,174,product_41,6,479.01,2024-06-22
363,174,product_38,9,470.82,2024-01-03
364,176,product_35,5,474.55,2024-08-24
365,176,product_46,4,133.26,2024-03-23
366,176,product_35,9,30.38,2024-02-12
367,176,product_23,8,370.91,2024-03-10
368,177,product_44,1,49.93,2024-09-10
369,177,product_10,1,435.27,2024-09-11
370,178,product_53,6,249.72,2024-09-09
371,178,product_34,5,413.11,2024-07-01
372,178,product_4,6,265.72,2024-09-07
373,178,product_18,1,288.68,2024-05-10
374,179,product_59,5,67.63,2024-07-13
375,180,product_54,2,309.37,2024-05-24
376,181,product_8,8,17.93,2024-11-14
377,181,product_12,3,350.33,2024-11-20
378,181,product_50,2,290.35,2024-04-18
379,181,product_47,9,117.57,2024-05-12
380,182,product_10,7,40.48,2024-03-17
381,182,product_15,5,495.78,2024-01-27
382,182,product_14,3,462.51,2024-09-05
383,183,product_37,3,424.72,2024-10-28
384,183,product_25,7,32.35,2024-11-10
385,186,product_29,4,292.53,2024-12-19
386,186,product_1,8,412.06,2024-12-04
387,187,product_48,1,347.15,2024-04-15
388,188,product_22,1,285.97,2024-12-03
389,188,product_41,2,242.91,2024-10-12
390,188,product_33,5,292.98,2024-04-03
391,189,product_21,8,294.04,2024-12-09
392,189,product_38,5,387.31,2024-09-22
393,189,product_16,5,220.25,2024-03-11
394,189,product_49,5,56.77,2024-12-14
395,190,product_54,9,467.22,2024-06-15
396,190,product_13,6,88.53,2024-08-13
397,190,product_58,3,142.98,2024-03-03
398,190,product_47,5,247.07,2024-02-19
399,191,product_34,2,178.82,2024-12-01
400,192,product_11,1,271.85,2024-10-26
401,192,product_57,7,285.1,2024-10-17
402,192,product_10,6,8.17,2024-06-06
403,192,product_37,3,57.46,2024-12-18
404,193,product_32,1,457.26,2024-09-09
405,194,product_14,3,145.49,2024-04-21
406,194,product_24,9,54.66,2024-06-25
407,195,product_25,5,367.13,2024-07-14
408,195,product_29,9,169.98,2024-02-23
409,195,product_58,7,417.3,2024-02-01
410,195,product_2,5,394.59,2024-08-28
411,196,product_46,1,246.35,2024-10-15
412,196,product_38,2,470.08,2024-01-22
413,196,product_1,9,260.58,2024-12-19
414,199,product_36,7,386.25,2024-09-02
415,199,product_47,2,68.68,2024-09-19
416,201,product_29,9,409.89,2024-03-04
417,201,product_47,9,209.33,2024-04-23
418,201,product_59,8,450.16,2024-01-21
419,202,product_50,3,25.03,2024-05-14
420,202,product_7,6,109.2,2024-08-16
421,202,product_40,5,357.09,2024-05-09
422,204,product_6,9,228.49,2024-04-06
423,206,product_34,1,177.24,2024-08-12
424,206,product_42,9,361.95,2024-01-13
425,206,product_49,1,17.69,2024-05-21
426,206,product_30,7,338.48,2024-08-09
427,207,product_28,4,437.74,2024-02-21
428,207,product_14,8,191.48,2024-04-25
429,210,product_13,6,203.54,2024-11-03
430,210,product_41,3,401.64,2024-09-15
431,210,product_60,7,407.42,2024-08-13
432,210,product_12,6,442.9,2024-05-26
433,211,product_26,3,287.19,2024-06-07
434,211,product_6,5,444.13,2024-06-10
435,211,product_37,5,117.9,2024-06-10
436,211,product_31,2,264.93,2024-06-03
437,212,product_46,3,187.19,2024-04-11
438,213,product_17,9,245.27,2024-09-28
439,213,product_57,6,91.28,2024-11-28
440,213,product_33,3,6.15,2024-01-27
441,213,product_59,6,208.34,2024-04-26
442,214,product_15,8,303.0,2024-08-20
443,215,product_35,2,360.99,2024-04-04
444,215,product_23,2,215.96,2024-05-16
445,215,product_11,3,398.79,2024-08-09
446,215,product_15,6,169.76,2024-03-17
447,216,product_60,3,117.49,2024-02-21
448,218,product_11,3,469.08,2024-07-02
449,218,product_37,9,431.48,2024-07-25
450,218,product_12,8,162.43,2024-08-06
451,219,product_11,1,278.9,2024-08-01
452,219,product_19,1,385.83,2024-08-14
453,220,product_53,3,226.1,2024-02-14
454,220,product_1,7,278.37,2024-10-21
455,221,product_4,2,75.51,2024-02-07
456,221,product_51,5,147.71,2024-07-09
457,221,product_48,8,208.18,2024-12-25
458,222,product_48,4,363.25,2024-01-18
459,222,product_8,2,262.11,2024-07-14
460,222,product_9,6,242.46,2024-10-22
461,222,product_35,1,252.23,2024-01-04
462,223,product_54,1,154.29,2024-08-26
463,223,product_11,5,250.62,2024-03-21
464,223,product_10,7,200.41,2024-05-23
465,224,product_44,2,396.71,2024-03-22
466,225,product_8,6,370.15,2024-02-04
467,225,product_14,1,191.5,2024-09-05
468,225,product_5,5,436.81,2024-05-03
469,226,product_39,9,48.14,2024-08-15
470,227,product_60,6,435.74,2024-07-04
471,227,product_27,6,354.21,2024-10-28
472,227,product_26,5,179.51,2024-07-21
473,229,product_20,6,441.26,2024-09-25
474,230,product_23,1,97.38,2024-02-04
475,231,product_54,6,373.96,2024-08-20
476,232,product_38,1,205.0,2024-06-27
477,232,product_34,7,53.44,2024-03-10
478,232,product_14,5,348.02,2024-10-05
479,232,product_46,8,445.76,2024-03-05
480,233,product_28,8,363.11,2024-09-10
481,234,product_59,3,418.81,2024-10-18
482,235,product_14,4,159.7,2024-02-18
483,236,product_22,6,365.09,2024-07-14
484,236,product_43,1,300.7,2024-11-20
485,236,product_13,2,243.35,2024-02-08
486,236,product_54,3,109.78,2024-05-09
487,237,product_58,9,384.24,2024-02-22
488,237,product_33,2,457.43,2024-01-19
489,237,product_19,6,335.26,2024-05-20
490,239,product_34,1,10.23,2024-02-08
491,239,product_56,5,152.52,2024-07-02
492,240,product_18,6,439.6,2024-08-09
493,241,product_39,7,250.05,2024-06-17
494,242,product_18,7,199.26,2024-05-11
495,242,product_2,7,132.48,2024-11-11
496,243,product_35,1,82.43,2024-02-19
497,244,product_47,3,49.72,2024-08-15
498,244,product_46,9,321.77,2024-10-19
499,244,product_43,7,269.52,2024-10-18
500,246,product_4,7,85.86,2024-09-10
501,247,product_32,5,455.33,2024-01-04
502,247,product_22,7,37.28,2024-01-27
503,247,product_21,8,474.21,2024-03-08
504,247,product_46,8,48.07,2024-05-10
505,248,product_20,5,249.02,2024-05-01
506,248,product_37,1,468.74,2024-02-10
507,248,product_36,5,44.3,2024-07-25
508,248,product_47,6,24.2,2024-05-18
509,249,product_2,1,265.05,2024-12-27
510,249,product_54,7,407.93,2024-07-15
511,249,product_26,6,70.02,2024-10-19
512,250,product_60,4,365.25,2024-04-19
513,250,product_18,3,424.43,2024-05-07
514,250,product_40,9,34.57,2024-08-09
515,251,product_5,9,132.67,2024-07-12
516,251,product_6,3,376.99,2024-08-09
517,251,product_60,3,136.08,2024-07-12
518,252,product_32,7,254.02,2024-12-05
519,252,product_31,7,285.45,2024-10-23
520,252,product_16,6,83.31,2024-11-27
521,254,product_51,1,81.42,2024-06-27
522,254,product_2,9,360.16,2024-12-05
523,255,product_16,8,400.44,2024-03-07
524,255,product_4,3,118.83,2024-02-11
525,255,product_35,2,413.87,2024-06-12
526,255,product_31,8,185.1,2024-10-27
527,256,product_19,9,231.28,2024-06-27
528,256,product_21,4,17.65,2024-12-14
529,256,product_17,7,156.87,2024-05-09
530,256,product_7,6,54.17,2024-04-19
531,257,product_2,9,36.21,2024-05-13
532,257,product_50,8,221.08,2024-01-14
533,258,product_2,1,133.77,2024-09-02
534,259,product_1,4,73.88,2024-05-05
535,259,product_44,5,106.05,2024-08-16
536,259,product_31,7,260.8,2024-11-10
537,261,product_50,2,95.14,2024-09-04
538,261,product_41,8,100.32,2024-05-14
539,261,product_34,3,494.65,2024-06-28
540,261,product_10,6,162.69,2024-01-15
541,262,product_26,2,313.98,2024-09-03
542,263,product_13,4,289.4,2024-06-18
543,264,product_29,5,424.64,2024-09-26
544,264,product_8,5,158.77,2024-06-22
545,264,product_35,4,111.01,2024-08-04
546,264,product_54,9,329.53,2024-07-10
547,265,product_19,4,57.05,2024-01-04
548,265,product_14,4,144.51,2024-03-11
549,265,product_33,3,284.52,2024-04-20
550,267,product_22,1,238.62,2024-05-17
551,267,product_22,2,105.51,2024-04-04
552,268,product_1,6,340.58,2024-12-04
553,268,product_46,2,64.09,2024-04-24
554,268,product_33,4,488.28,2024-09-09
555,268,product_13,7,380.48,2024-11-19
556,269,product_24,5,379.83,2024-01-17
557,269,product_53,1,33.73,2024-11-22
558,272,product_18,6,287.53,2024-05-22
559,273,product_20,9,307.72,2024-09-22
560,273,product_40,1,119.91,2024-04-18
561,273,product_51,9,196.08,2024-02-11
562,273,product_37,1,464.75,2024-04-04
563,274,product_41,1,18.31,2024-01-25
564,274,product_3,2,378.01,2024-05-04
565,274,product_18,6,346.07,2024-10-08
566,274,product_22,9,293.13,2024-02-13
567,275,product_34,4,262.24,2024-04-11
568,275,product_23,9,156.73,2024-01-05
569,276,product_60,6,453.27,2024-10-02
570,276,product_36,4,182.02,2024-04-15
571,277,product_46,4,136.75,2024-02-02
572,278,product_44,9,188.3,2024-12-06
573,278,product_10,9,481.42,2024-12-03
574,279,product_27,3,162.56,2024-05-14
575,280,product_17,5,381.4,2024-11-04
576,281,product_11,2,198.32,2024-03-09
577,281,product_56,2,10.57,2024-09-28
578,282,product_53,1,96.03,2024-12-12
579,282,product_15,4,12.51,2024-04-08
580,282,product_1,4,286.86,2024-07-09
581,282,product_25,3,101.98,2024-12-08
582,283,product_25,3,329.8,2024-12-11
583,284,product_34,8,54.61,2024-05-08
584,284,product_28,1,62.37,2024-10-23
585,284,product_14,9,190.8,2024-11-19
586,284,product_52,3,365.21,2024-01-11
587,285,product_60,9,266.85,2024-07-13
588,286,product_38,5,11.56,2024-12-01
589,286,product_5,6,204.29,2024-04-25
590,287,product_29,2,338.0,2024-05-19
591,287,product_12,5,343.65,2024-08-06
592,288,product_7,9,440.26,2024-08-05
593,288,product_22,3,248.81,2024-08-15
594,289,product_14,2,284.7,2024-07-10
595,290,product_54,7,152.89,2024-07-17
596,291,product_7,4,344.49,2024-06-17
597,291,product_10,6,142.63,2024-08-03
598,292,product_55,4,153.67,2024-01-21
599,292,product_24,8,11.44,2024-10-21
600,292,product_60,5,243.66,2024-01-09
601,292,product_39,1,437.94,2024-04-07
602,293,product_1,4,48.53,2024-02-01
603,293,product_44,8,165.48,2024-04-01
604,293,product_45,8,169.89,2024-10-01
605,294,product_4,9,196.51,2024-03-19
606,294,product_30,8,239.33,2024-07-26
607,294,product_51,3,344.85,2024-02-06
608,295,product_55,5,467.07,2024-03-22
609,295,product_41,7,376.26,2024-12-25
610,295,product_9,8,249.49,2024-02-24
611,296,product_35,3,80.04,2024-11-17
612,297,product_37,6,396.78,2024-02-03
613,297,product_31,2,10.85,2024-10-21
614,298,product_40,5,33.97,2024-03-21
615,298,product_20,2,425.7,2024-05-28
616,299,product_52,1,237.66,2024-09-22
617,299,product_25,5,351.7,2024-05-28
618,299,product_37,8,296.71,2024-11-08
619,299,product_21,6,162.24,2024-05-16
620,301,product_10,7,217.72,2024-11-26
621,301,product_39,3,453.05,2024-07-14
622,304,product_2,2,89.89,2024-02-10
623,306,product_55,7,24.48,2024-01-04
624,306,product_18,8,419.3,2024-08-26
625,306,product_20,5,117.25,2024-06-12
626,306,product_20,8,71.5,2024-08-06
627,307,product_13,7,397.0,2024-03-16
628,307,product_20,1,155.17,2024-12-21
629,307,product_29,9,198.36,2024-04-17
630,308,product_13,8,8.17,2024-02-14
631,308,product_56,9,28.76,2024-03-15
632,308,product_60,5,325.99,2024-02-07
633,308,product_39,2,497.32,2024-01-02
634,309,product_26,2,241.16,2024-12-01
635,309,product_56,4,180.91,2024-01-13
636,309,product_17,2,155.69,2024-10-18
637,309,product_16,7,216.17,2024-10-26
638,310,product_38,5,431.86,2024-09-23
639,310,product_2,6,483.86,2024-08-01
640,311,product_2,9,295.24,2024-09-17
641,311,product_41,2,431.98,2024-01-11
642,311,product_44,5,201.1,2024-06-08
643,312,product_57,7,289.17,2024-06-17
644,312,product_7,6,332.14,2024-07-18
645,313,product_43,9,487.28,2024-02-13
646,313,product_3,4,457.14,2024-05-23
647,313,product_41,5,235.72,2024-10-12
648,313,product_17,4,64.96,2024-10-24
649,314,product_55,3,432.13,2024-08-07
650,314,product_8,1,42.79,2024-04-27
651,314,product_60,2,27.66,2024-09-05
652,314,product_15,9,214.26,2024-05-04
653,315,product_15,8,497.71,2024-03-26
654,315,product_36,7,235.64,2024-08-19
655,315,product_27,7,78.62,2024-01-21
656,315,product_49,6,63.56,2024-10-28
657,316,product_38,9,250.49,2024-03-15
658,316,product_12,6,284.76,2024-09-21
659,316,product_2,4,296.79,2024-06-24
660,316,product_35,1,419.13,2024-11-15
661,317,product_17,9,383.7,2024-11-23
662,317,product_34,2,57.32,2024-08-07
663,319,product_48,8,194.86,2024-08-10
664,320,product_24,2,98.08,2024-02-09
